date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:44:56	53184/53184	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:44:53%20GMT	https://reviewcoinx.com/exchange/huobi/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/exchange/huobi/index.html	(from https://reviewcoinx.com/)
02:44:56	135636/135636	---M--	200	added ('OK')	image/png	etag:%22211d4-62388d0a-a8c42ebbe1b13a2b;;;%22	https://reviewcoinx.com/wp-content/uploads/2022/03/gate.io-la-gi-740x492.png	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/uploads/2022/03/gate.io-la-gi-740x492.png	(from https://reviewcoinx.com/)
02:44:56	49666/49666	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:44:54%20GMT	https://reviewcoinx.com/news/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/news/index.html	(from https://reviewcoinx.com/)
02:44:56	10117/10117	---M--	200	added ('OK')	image/png	etag:%222785-623c1e39-354b2a4ffb9439a4;;;%22	https://reviewcoinx.com/wp-content/uploads/2022/03/Screenshot_1-80x80.png	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/uploads/2022/03/Screenshot_1-80x80.png	(from https://reviewcoinx.com/)
02:44:56	51086/51086	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:44:54%20GMT	https://reviewcoinx.com/icos/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/icos/index.html	(from https://reviewcoinx.com/)
02:44:57	89042/89042	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:44:54%20GMT	https://reviewcoinx.com/quwiex-review-scam-or-legit/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/quwiex-review-scam-or-legit/index.html	(from https://reviewcoinx.com/)
02:44:57	1921/1921	---M--	200	added ('OK')	image/jpeg	etag:%22781-623bf34b-891b1d9d67320e96;;;%22	https://reviewcoinx.com/wp-content/uploads/2022/03/how-to-register-and-login-account-in-ascendex-1-80x80.jpg	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/uploads/2022/03/how-to-register-and-login-account-in-ascendex-1-80x80.jpg	(from https://reviewcoinx.com/)
02:44:57	51752/51752	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:44:55%20GMT	https://reviewcoinx.com/investment/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/investment/index.html	(from https://reviewcoinx.com/)
02:44:57	8046/8046	---M--	200	added ('OK')	image/png	etag:%221f6e-62388d0b-617c7ed2c7c04171;;;%22	https://reviewcoinx.com/wp-content/uploads/2022/03/gate.io-la-gi-80x80.png	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/uploads/2022/03/gate.io-la-gi-80x80.png	(from https://reviewcoinx.com/)
02:44:58	53042/53042	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:44:55%20GMT	https://reviewcoinx.com/exchange/ascendex/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/exchange/ascendex/index.html	(from https://reviewcoinx.com/)
02:44:58	65494/65494	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:44:56%20GMT	https://reviewcoinx.com/author/trantinhceo/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/author/trantinhceo/index.html	(from https://reviewcoinx.com/)
02:44:58	97865/97865	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:44:56%20GMT	https://reviewcoinx.com/gate-io-review-how-to-create-gate-io-account/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/gate-io-review-how-to-create-gate-io-account/index.html	(from https://reviewcoinx.com/)
02:44:58	4427/4427	---M--	200	added ('OK')	image/png	etag:%22114b-62383389-315225796cebbfb0;;;%22	https://reviewcoinx.com/wp-content/uploads/2022/03/OKX-Review-How-To-Create-OKX-Account-5-80x80.png	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/uploads/2022/03/OKX-Review-How-To-Create-OKX-Account-5-80x80.png	(from https://reviewcoinx.com/)
02:44:59	52816/52816	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:44:56%20GMT	https://reviewcoinx.com/gate-io/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/gate-io/index.html	(from https://reviewcoinx.com/)
02:44:59	80860/80860	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:44:56%20GMT	https://reviewcoinx.com/how-to-create-an-account-and-register-with-ascendex/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/how-to-create-an-account-and-register-with-ascendex/index.html	(from https://reviewcoinx.com/)
02:44:59	98494/98494	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:44:57%20GMT	https://reviewcoinx.com/okx-review-how-to-create-okx-account/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/okx-review-how-to-create-okx-account/index.html	(from https://reviewcoinx.com/)
02:45:00	112185/112185	---M--	200	added ('OK')	image/png	etag:%221b639-623c1e31-dd6384e396e3956d;;;%22	https://reviewcoinx.com/wp-content/uploads/2022/03/Screenshot_1-374x264.png	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/uploads/2022/03/Screenshot_1-374x264.png	(from https://reviewcoinx.com/)
02:45:02	14635/14635	---M--	200	added ('OK')	image/jpeg	etag:%22392b-623bf34a-825d58130e853958;;;%22	https://reviewcoinx.com/wp-content/uploads/2022/03/how-to-register-and-login-account-in-ascendex-1-374x264.jpg	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/uploads/2022/03/how-to-register-and-login-account-in-ascendex-1-374x264.jpg	(from https://reviewcoinx.com/)
02:45:02	54762/54762	---M--	200	added ('OK')	image/png	etag:%22d5ea-62388d09-b352122efdaf9560;;;%22	https://reviewcoinx.com/wp-content/uploads/2022/03/gate.io-la-gi-374x264.png	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/uploads/2022/03/gate.io-la-gi-374x264.png	(from https://reviewcoinx.com/)
02:45:02	80663/80663	---M--	200	added ('OK')	image/png	etag:%2213b17-62383389-875e583a2cddcea4;;;%22	https://reviewcoinx.com/wp-content/uploads/2022/03/OKX-Review-How-To-Create-OKX-Account-5-374x264.png	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/uploads/2022/03/OKX-Review-How-To-Create-OKX-Account-5-374x264.png	(from https://reviewcoinx.com/)
02:45:02	15273/15273	---M--	200	added ('OK')	image/jpeg	etag:%223ba9-6237f4b4-aacacf97961d4143;;;%22	https://reviewcoinx.com/wp-content/uploads/2022/03/KuCoin-Exchange-Introduces-Social-Trading-Features-on-Its-Mobile-App-374x264.jpg	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/uploads/2022/03/KuCoin-Exchange-Introduces-Social-Trading-Features-on-Its-Mobile-App-374x264.jpg	(from https://reviewcoinx.com/)
02:45:03	94072/94072	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:00%20GMT	https://reviewcoinx.com/kucoin-review-how-to-create-kucoin-account/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/kucoin-review-how-to-create-kucoin-account/index.html	(from https://reviewcoinx.com/)
02:45:03	30775/30775	---M--	200	added ('OK')	image/jpeg	etag:%227837-6237e2e4-f4a00246e1d3e1b7;;;%22	https://reviewcoinx.com/wp-content/uploads/2022/03/MEXC-Global-Review-374x264.jpg	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/uploads/2022/03/MEXC-Global-Review-374x264.jpg	(from https://reviewcoinx.com/)
02:45:03	93646/93646	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:01%20GMT	https://reviewcoinx.com/mexc-review-how-to-create-mexc-account/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/mexc-review-how-to-create-mexc-account/index.html	(from https://reviewcoinx.com/)
02:45:05	26744/26744	---M--	200	added ('OK')	image/png	etag:%226878-6236a845-557d9911b12195a5;;;%22	https://reviewcoinx.com/wp-content/uploads/2022/03/huobi-global-exchange-review-374x264.png	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/uploads/2022/03/huobi-global-exchange-review-374x264.png	(from https://reviewcoinx.com/)
02:45:05	103502/103502	---M--	200	added ('OK')	image/png	etag:%221944e-6236d535-196f2713dd008248;;;%22	https://reviewcoinx.com/wp-content/uploads/2022/03/phemex-374x264.png	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/uploads/2022/03/phemex-374x264.png	(from https://reviewcoinx.com/)
02:45:05	92807/92807	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:03%20GMT	https://reviewcoinx.com/phemex-review-how-to-create-phemex-account/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/phemex-review-how-to-create-phemex-account/index.html	(from https://reviewcoinx.com/)
02:45:05	100523/100523	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:03%20GMT	https://reviewcoinx.com/bybit-review-how-to-create-bybit-account/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/bybit-review-how-to-create-bybit-account/index.html	(from https://reviewcoinx.com/)
02:45:06	31113/31113	---M--	200	added ('OK')	image/png	etag:%227989-623689f5-9ca11e9d3102f63f;;;%22	https://reviewcoinx.com/wp-content/uploads/2022/03/Bybit-374x264.png	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/uploads/2022/03/Bybit-374x264.png	(from https://reviewcoinx.com/)
02:45:06	52087/52087	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:04%20GMT	https://reviewcoinx.com/tag/ascendex-review/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/tag/ascendex-review/index.html	(from https://reviewcoinx.com/)
02:45:06	51923/51923	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:04%20GMT	https://reviewcoinx.com/tag/binance-review/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/tag/binance-review/index.html	(from https://reviewcoinx.com/)
02:45:06	51847/51847	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:04%20GMT	https://reviewcoinx.com/tag/bybit-register/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/tag/bybit-register/index.html	(from https://reviewcoinx.com/)
02:45:07	96675/96675	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:04%20GMT	https://reviewcoinx.com/huobi-review-how-to-create-huobi-account/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/huobi-review-how-to-create-huobi-account/index.html	(from https://reviewcoinx.com/)
02:45:07	5105/5105	---M-Z	200	added ('OK')	text/css	etag:%2213f1-62341814-ec1567b6ffad9850;gz%22	https://reviewcoinx.com/wp-content/plugins/wp-tab-widget/css/wp-tab-widget.css	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/plugins/wp-tab-widget/css/wp-tab-widget.css	(from https://reviewcoinx.com/)
02:45:07	51829/51829	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:04%20GMT	https://reviewcoinx.com/tag/bybit-sign-up/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/tag/bybit-sign-up/index.html	(from https://reviewcoinx.com/)
02:45:07	51901/51901	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:05%20GMT	https://reviewcoinx.com/tag/coinex-sign-up/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/tag/coinex-sign-up/index.html	(from https://reviewcoinx.com/)
02:45:08	51917/51917	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:05%20GMT	https://reviewcoinx.com/tag/coinex-exchange/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/tag/coinex-exchange/index.html	(from https://reviewcoinx.com/)
02:45:08	10108/10108	---M-Z	200	added ('OK')	application/x-javascript	etag:%22277c-623417cf-dc08c9f4489b7a41;gz%22	https://reviewcoinx.com/wp-content/themes/mts_crypto/js/customscript.js	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/themes/mts_crypto/js/customscript.js	(from https://reviewcoinx.com/)
02:45:08	52046/52046	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:05%20GMT	https://reviewcoinx.com/tag/create-gate-io-account/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/tag/create-gate-io-account/index.html	(from https://reviewcoinx.com/)
02:45:08	51919/51919	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:06%20GMT	https://reviewcoinx.com/tag/coinex-register/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/tag/coinex-register/index.html	(from https://reviewcoinx.com/)
02:45:08	51906/51906	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:06%20GMT	https://reviewcoinx.com/tag/huobi-review/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/tag/huobi-review/index.html	(from https://reviewcoinx.com/)
02:45:08	52093/52093	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:06%20GMT	https://reviewcoinx.com/tag/kucoin-review/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/tag/kucoin-review/index.html	(from https://reviewcoinx.com/)
02:45:08	50140/50140	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c3dc-623417cf-23117e43c0901a2c;gz%22	https://reviewcoinx.com/wp-content/themes/mts_crypto/js/owl.carousel.min.js	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/themes/mts_crypto/js/owl.carousel.min.js	(from https://reviewcoinx.com/)
02:45:09	51873/51873	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:06%20GMT	https://reviewcoinx.com/tag/mexc-register/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/tag/mexc-register/index.html	(from https://reviewcoinx.com/)
02:45:09	52093/52093	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:06%20GMT	https://reviewcoinx.com/tag/review-kucoin/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/tag/review-kucoin/index.html	(from https://reviewcoinx.com/)
02:45:09	1695/1695	---M-Z	200	added ('OK')	application/x-javascript	etag:%2269f-6234180d-6c6c213da05b28e5;gz%22	https://reviewcoinx.com/wp-content/plugins/wp-review/public/js/js.cookie.min.js	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/plugins/wp-review/public/js/js.cookie.min.js	(from https://reviewcoinx.com/)
02:45:09	18911/18911	---M-Z	200	added ('OK')	application/x-javascript	etag:%2249df-62e62293-ba60cca5cd8445f0;gz%22	https://reviewcoinx.com/wp-includes/js/underscore.min.js	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-includes/js/underscore.min.js	(from https://reviewcoinx.com/)
02:45:10	1340/1340	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253c-62341725-db02024b036a1c49;gz%22	https://reviewcoinx.com/wp-includes/js/wp-util.min.js	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-includes/js/wp-util.min.js	(from https://reviewcoinx.com/)
02:45:10	3035/3035	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bdb-6234180d-a0eae426202cc2a9;gz%22	https://reviewcoinx.com/wp-content/plugins/wp-review/public/js/main.js	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/plugins/wp-review/public/js/main.js	(from https://reviewcoinx.com/)
02:45:10	2354/2354	---M-Z	200	added ('OK')	application/x-javascript	etag:%22932-62341814-3471a4ad45e78cbc;gz%22	https://reviewcoinx.com/wp-content/plugins/wp-tab-widget/js/wp-tab-widget.js	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/wp-content/plugins/wp-tab-widget/js/wp-tab-widget.js	(from https://reviewcoinx.com/)
02:45:11	53765/53765	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:45:09%20GMT	https://reviewcoinx.com/vi/Trang/2/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/vi/Trang/2/index.html	(from https://reviewcoinx.com/vi/)
02:45:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2007:45:09%20GMT	https://reviewcoinx.com/vi	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/vi	(from https://reviewcoinx.com/vi/)
02:45:12	61201/61201	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Aug%202022%2007:45:10%20GMT	https://reviewcoinx.com/vi/comments/feed/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/vi/comments/feed/index.html	(from https://reviewcoinx.com/vi/)
02:45:12	187230/187230	---MCZ	200	added ('OK')	application/rss+xml	etag:%22ab10006b258436b612bc6e839f918309%22	https://reviewcoinx.com/vi/feed/	D:/My%20Web%20Sites/reviewcoinx.com/reviewcoinx.com/vi/feed/index.html	(from https://reviewcoinx.com/vi/)
